Finished,IMC,atn_interested,atn_hostile,atn_distracted,atn_nervous,atn_enthusiastic,atn_determined,atn_excited,atn_proud,atn_upset,atn_irritable,atn_strong,atn_paperclip,atn_alert,atn_active,atn_guilty,atn_ashamed,atn_afraid,careful_check,female_clear,male_clear,female_med,female_dark,male_med,male_dark,time_firstclick,time_lastclick,time_submit,ad_describe,adrate_bad,adrate_unfavorable,adrate_lowqual,adrate_negative,adrate_unattract,adrate_useless,adrate_awful,adrate_notapprop,adrate_ineffective,adrate_unconvinc,product_unsatisfac,product_lowqual,product_bad,product_dislike,product_awful,product_negative,product_unfavorable,product_common,product_useless,product_worthless,product_notunique,product_inexpensive,model_competent,model_pushy,model_genuine,model_professional,model_credible,model_fake,model_follower,model_sincere,model_moral,model_assertive,model_charm,model_suspicious,model_peaceful,model_calm,model_subordinate,model_knowledgeable,model_sociable,model_trustworthy,model_honest,model_friendly,model_reliable,model_manipulative,model_experienced,model_respectful,model_phony,model_familiar,model_nosecret,model_mysterious,model_known,model_natural,model_notweird,model_clear,model_attract,model_classy,model_sexy,model_beautiful,model_elegant,model_warm,Q13,recommend,wtb,value_assess,ads_trust,ads_goalinform,ads_informative,ads_truthful,ads_reliablesource,ads_truepicture,ads_accuratelyinformedby,ads_essentialinfo,p_glasses,p_shade,p_pupilvis,gender,age,home_lang,english_length_nohome,wear_glasses,employment,annual_income,education,p_hypoth,Q42
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,3.943,17.438,29.832,I saw a smug looking gentleman with his arms crossed describing his superior judgement as the tasteless advertisers tried to hawk furniture nobody wants to buy.,7,7,7,7,7,6,7,7,6,6,5,6,6,6,6,5,6,6,6,6,6,3,2,1,6,1,2,5,6,2,2,6,2,6,2,4,3,2,2,3,3,3,2,6,2,1,6,5,6,2,6,2,1,5,1,1,1,1,1,1,1,1,7,750,4,4,3,4,4,4,3,2,1,4,2,1,23,English,,1,6,5,2,How negative emotional information affects our recall(memory) in ambiguous situations.,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,14.3,the ad is about wicker furniture and an opinion is given by one of its clients.  The ad shows the product. It was informative.,3,4,4,2,3,3,3,3,4,3,3,4,3,3,3,3,4,4,3,4,4,4,5,5,5,4,5,2,4,4,4,4,5,3,5,5,4,5,5,5,5,5,5,4,4,4,3,5,4,3,5,5,5,5,5,4,4,4,4,5,1,4,4,500,3,2,2,2,2,3,2,2,1,3,4,1,40,english,,1,1,6,5,impressions of advertising,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,32.263,"The ad is for wicker furniture.  A woman is stating that her taste is the right taste.  The ad also states they have furniture for all tastes.  It also states that it is for comfortable entertaining, which is a bit of a strange expression.  I don't really like or dislike the ad.  I have no strong feelings about it.  The furniture is nice.",3,3,3,3,2,4,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,4,5,3,4,5,5,4,3,5,4,6,4,4,3,5,2,5,4,4,4,4,5,5,5,4,4,5,5,3,3,5,4,5,6,6,5,5,5,3,1,6,3,600,2,2,2,2,3,2,2,3,2,3,3,2,52,English,,1,1,4,6,observation and trust in advertising,1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,19.057,"guy advertising natural patio furniture, ad seemed ordinary",3,2,3,3,3,4,3,2,3,3,3,3,3,2,3,2,2,2,3,2,4,2,5,4,4,5,5,4,3,5,5,4,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,3,5,5,5,4,5,4,5,4,4,4,1,5,3,500,2,3,2,2,2,2,3,3,1,2,3,1,50,english,,1,1,5,5,memory,1
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,13.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,24.53,24.53,26.123,set of couch made of wicker very stylish with some cushions ,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,7,2,7,6,7,2,1,7,6,7,7,1,7,7,6,6,6,6,6,7,6,1,5,6,1,1,7,1,1,7,7,7,6,6,5,7,5,7,1,7,1,800,2,1,1,1,1,2,2,1,1,1,1,2,52,english,,2,1,4,2,nice set of couch though we never found out the cost ,1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,20.459,59.655,60.274,"Was a good description for furnature,such as wicker chairs and a full furniture  set.",4,4,4,3,3,4,4,4,4,4,4,2,2,5,5,4,4,4,4,4,7,5,4,4,2,3,3,3,2,3,7,7,7,1,5,5,1,5,5,5,7,5,5,5,5,3,7,4,4,4,1,1,3,5,2,2,2,2,2,2,1,5,4,2000,4,2,2,2,3,4,4,2,1,1,3,1,48,English ,,2,3,2,2,Observations on furnature advertising.,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,26.956,"3-piece wicker outdoor furniture. Very nice looking set, but no price included.",2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,4,5,6,6,6,6,6,4,5,6,5,5,3,5,6,4,4,4,4,5,6,5,3,4,5,3,6,5,2,4,6,6,6,6,5,4,5,3,6,1,6,2,600,4,2,2,2,4,4,4,2,1,4,3,1,67,english,,1,5,3,5,People's perception of advertisements.,1
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,4.505,33.858,36.117,"advertisement showing a satisfied  customer in regards to outdoor furniture with emphasis on style, comfort and durable materials, attention grabbing, easy to understand, clean design.",2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,5,6,7,7,5,7,1,3,7,7,5,5,1,7,7,4,5,7,6,7,7,7,1,5,7,1,5,7,1,4,7,7,7,6,6,4,5,6,7,1,7,1,350,2,1,1,2,1,2,3,2,1,1,5,1,28,English,,1,1,6,5,psychology study and consumer perception on advertising,1
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,37.469,A soft cushioned wicker chair and table set that can accommodate all various styles and needs. ,2,2,2,2,3,3,3,2,2,2,1,3,1,1,1,2,2,3,3,3,3,3,4,6,4,4,4,4,6,5,5,4,4,2,2,1,1,1,2,4,4,4,4,4,4,6,3,4,4,5,2,4,3,3,5,4,2,5,2,4,1,5,2,450,3,5,4,3,3,3,3,2,1,1,4,2,46,English,,2,2,2,2,"I believe the study wants to know how many individuals partake in relying on advertisements to help them make a purchase, and whether the quality of the ad layout makes a difference in purchase considerations.",1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,4.643,"normal guy with glasses in plaid shirt, styling home, couch, home decor",4,4,3,4,3,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,4,4,500,3,3,4,3,2,2,3,3,1,1,1,2,23,english,,2,1,4,5,unsure,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,5.457,120.142,32.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,18.425,styilish and promoting a new brand for furnitures / ,4,6,4,5,6,3,4,2,4,5,5,4,5,4,4,5,4,4,5,5,7,4,4,4,3,1,5,6,3,4,3,3,5,3,5,7,3,4,7,2,3,4,3,5,4,2,3,5,7,3,2,5,4,7,3,4,5,4,1,4,1,2,1,400,3,2,3,4,3,2,4,3,1,5,5,1,32,english,all my life,1,1,5,5,about how we interpretate an AD,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,19.202,it was for outdoor furnature and shows what it offers,2,1,2,1,1,2,2,1,2,3,2,2,1,1,1,1,2,2,1,1,3,2,6,5,4,4,6,5,4,5,5,4,5,3,6,6,6,5,6,5,5,7,4,3,5,5,4,6,6,2,5,5,6,6,5,4,4,6,3,6,1,6,1,1199,2,3,2,1,2,3,2,2,1,5,5,2,35,english,,1,1,5,4,not sure,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,15.552,"All weather-wicker chairs for sale. The slogan ""it's my choice because it's the right choice""",5,5,6,3,6,4,4,1,5,5,3,3,3,3,3,3,3,5,3,3,5,3,3,5,1,4,1,7,6,3,5,4,2,4,5,6,5,4,4,3,3,4,3,4,4,5,7,1,5,1,4,3,1,5,2,1,1,2,2,3,1,3,7,500,5,4,5,5,5,5,5,5,2,1,2,2,22,English,,1,2,4,5,Paying attention (the glasses),1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,2.351,A person with glasses smiling advertising some prices. Seems like a generic basic ad.,4,4,4,4,4,2,3,1,5,5,3,4,4,4,4,4,4,6,3,2,7,5,6,5,2,5,2,7,5,1,6,1,5,2,5,6,6,5,5,5,5,6,6,6,6,7,4,6,6,1,6,5,2,5,6,6,3,2,1,6,1,5,6,50,4,4,3,4,4,5,4,4,1,1,2,1,28,English,,1,2,3,2,Thoughts on advertisement ,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,43.995,"They're advertising a wicker set of furniture, durable and all weather, stylish and comfortable.  It looked like a nice set of furniture to me.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,7,7,4,7,1,7,7,4,7,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,4,7,7,7,1,7,1,200,2,2,2,2,2,2,2,2,1,5,5,1,49,English,,1,1,5,5,advertising,1
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,16.233,18.164,22.415, / In if in this announcement it speaks of the comfort that can be experienced with the furniture,2,2,3,2,1,1,1,3,2,3,2,2,2,1,1,1,2,3,1,2,4,4,4,5,5,5,6,3,4,4,6,5,7,4,6,6,4,4,7,6,7,7,6,4,6,6,4,6,4,2,4,4,6,5,6,4,5,6,6,4,1,7,5,"18,000",2,2,2,2,3,3,2,3,2,1,3,1,27,english, always,2,2,2,5, / It is interesting because it helps to know more about the advertising of a product,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,13.834,"Advertising a wicker set of furniture, good quality, nice looking and durable.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,1,1,7,7,4,7,1,7,7,4,7,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,5,7,7,7,1,7,1,175,1,1,1,1,1,1,1,1,1,2,1,2,43,English,,2,2,5,5,Not sure,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,14.381,14.381,45.376,initially thought the ad was for the clothing on the model rather than for the furniture in the background,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,5,2,4,4,4,4,4,4,4,4,4,1,4,4,300,4,4,4,4,4,4,4,4,1,5,5,2,39,englilsh,,1,3,1,3,effectiveness of advertising,1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,9.651,"Visually, kind of boring, and the messages seem to be kind of disjoint (quality of furniture vs choices).",4,3,2,2,3,2,4,3,3,3,4,4,3,4,3,4,3,3,3,4,4,3,6,6,5,6,4,4,4,5,5,5,5,1,7,7,4,6,6,6,6,6,6,1,6,6,1,5,6,2,5,6,6,6,5,5,3,3,4,5,1,2,4,800,4,4,2,3,3,3,4,3,2,3,2,2,27,English,,1,1,5,5,advertising,1
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,13.019,posee buena estetica y los comentarios son importantes,4,3,4,3,4,3,3,4,3,3,4,4,3,4,5,3,5,4,4,3,5,5,3,4,3,3,4,4,5,4,3,3,4,5,5,5,4,3,,4,4,,3,3,4,4,5,3,3,4,3,3,3,4,3,4,3,2,2,2,1,4,4,20,2,3,2,4,2,3,2,4,1,1,3,1,44,English,41,2,1,1,2,Display and classification of ads,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,42.949,"una publicidad de muebles, la persona se veina muy contenta con su eleccion ",3,2,3,1,2,3,2,1,2,3,3,2,3,1,3,2,3,4,2,3,2,3,6,4,6,7,6,3,4,5,4,6,4,3,5,6,5,4,6,6,5,7,6,4,5,4,3,3,5,2,3,6,5,6,6,7,5,6,5,6,1,5,2,300,2,3,2,1,2,2,1,2,1,4,3,1,31,English,,2,1,1,2,Advertisement Evaluation,1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,4.389,I think the guy looked very bad but without him it would be better,3,3,3,4,3,3,4,3,3,4,5,4,3,3,4,4,4,3,4,5,5,3,5,4,3,4,3,4,5,4,4,5,4,3,3,3,4,5,5,4,4,4,4,4,5,5,4,4,3,2,4,4,5,3,3,3,2,3,5,4,1,6,4,20,2,2,1,3,3,2,1,3,1,2,2,1,26,French,20,1,1,6,6,IDK,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,23.011,"Furniture Advertisement, find great sofas and comfortable. This advertising is to promote the product.",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,5,6,6,5,2,3,5,5,4,5,2,5,6,5,6,5,6,6,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,4,1,5,3,900,2,2,2,2,2,2,2,2,1,4,3,2,33,English,,1,1,2,5,Study about Marketing,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,25.58,"There is a guy wearing glasses in a plaid shirt with his arms folded. Behind him is a wicker chair set with grey cushions. The ad is telling you to look no further than the wicker chair set for your outdoor entertainment area. In the right hand corner it says ""It is my choice because it is the right choice"". This slogan or quote is pretty lame in my opinion. The ad is cheesy.",6,6,6,4,5,4,5,3,6,6,4,5,4,5,5,5,5,7,4,6,7,6,1,1,1,2,1,7,7,1,4,2,1,4,4,6,6,4,7,4,3,7,2,5,4,4,7,4,7,1,4,3,3,7,6,3,4,4,2,5,1,1,7,250,5,4,3,4,4,4,4,3,1,5,3,2,25,English,,1,1,3,5,Whether your perception of the product is influenced by the attractiveness of the person in the advertisement,1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,12.78,"It is an ad for an outdoor wicker patio furniture set. The man is kinda hipster looking, and he says his choice is the right choice",5,5,3,5,4,3,3,3,6,5,3,5,4,6,3,4,5,6,2,5,7,5,4,2,3,3,5,6,4,3,4,6,3,5,3,4,3,4,3,4,4,3,3,6,4,4,5,3,6,2,4,5,2,5,4,3,1,2,1,4,1,3,6,250,4,5,2,4,4,4,3,2,1,2,3,1,32,English,,2,1,5,5,Whether people wearing glasses in ads affect our perception of the ad,1
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,16.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,27.548,seems pretty good. there were lots of things going on.,1,2,2,1,2,2,1,1,1,3,1,4,3,1,1,2,3,3,2,1,1,3,5,5,7,6,6,6,6,7,5,5,7,5,6,6,7,6,7,7,5,5,6,7,6,7,7,5,6,7,7,5,4,5,7,5,6,7,6,6,1,7,1,2000,1,2,2,1,2,1,1,2,1,3,3,1,36,english,,1,1,6,5,glasses,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,23.665,Advertising for furniture and demonstrating how it is a superior product. There is a young to the right side wearing glasses,5,3,6,2,4,4,3,5,6,5,3,3,4,4,3,3,2,5,3,4,6,4,3,6,4,2,1,3,5,5,5,3,4,6,6,6,4,3,5,5,5,5,3,3,3,4,5,1,4,4,3,3,1,2,5,2,4,5,2,4,1,2,7,350,4,3,3,4,4,3,2,2,1,4,5,1,28,Dutch/English,All my life,1,1,5,6,Advertising and public perception,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,9.651,34.193,36.093,"saw the cushions,  the girl. / It describes about the choices and shows that one should follow their choices and select according to ones taste and likes",2,2,1,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,4,3,4,6,6,6,5,2,4,5,5,6,6,2,5,6,2,6,5,5,5,5,5,6,5,6,2,4,5,2,2,6,6,5,6,6,6,6,6,6,1,5,3,2000,3,2,2,3,4,4,3,3,1,5,5,2,52,gujrati,since childhood,2,2,2,6,whether I trust the advertisements and if advertisements show the product's true picture to trust them.,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,17.529,a woman with sunglasses a set of chairs. This ad is trying to sell the chairs,5,5,5,5,6,5,5,6,5,5,5,4,4,5,4,4,4,4,5,4,5,3,3,5,3,2,2,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,1,4,4,1000,3,3,2,4,4,3,3,4,1,3,4,2,35,cantonese,20 years,1,1,6,6,selling furniture,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,2.604,2.604,25.052,I saw an all weather outdoor furniture set.  It was attractive and appealing but there was no price in the ad.,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,1,4,6,4,4,4,4,4,4,4,1,6,1,800,3,2,2,2,2,3,3,3,2,3,3,2,60,English,,1,1,4,3,attention to detail,1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,15.651,An advertisement for seating chairs for outdoor. Cushions and comfortable seating. Enjoy the day out. ,4,4,4,3,3,5,3,4,4,5,4,4,4,5,3,3,4,4,5,4,6,4,6,4,6,7,6,2,5,5,5,4,6,5,6,6,3,6,7,5,5,6,4,4,5,5,4,5,4,4,4,5,7,5,5,5,4,5,5,5,1,5,3,300,2,1,2,4,4,4,5,3,2,3,3,2,29,English,,1,4,2,5,Not sure,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,22.077,"it is really nice, you know nice gadget and beautiful chair good for the home.soft and succulent",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,4,7,7,7,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,1,1,7,7,7,7,7,7,7,7,7,1,7,1,400,1,1,1,1,1,1,1,1,2,2,5,1,26,english,5hours,2,3,1,3,its cool,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,16.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,20.104,"Advertisement about patio furniture.  The lady displayed in the ad looks a bit creepy, especially with her tinted glasses.",5,5,5,5,5,5,5,4,6,5,3,3,3,2,3,3,3,6,3,4,6,4,3,4,4,4,4,5,6,4,4,3,3,5,4,4,5,3,4,4,4,4,4,4,4,4,4,1,4,4,4,2,2,4,2,2,2,2,2,2,1,4,4,275,3,3,3,3,3,4,4,4,1,5,3,1,40,english,,2,1,4,5,Seeing how your opinions about one thing can be influenced by something else.,1
0,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,363.468,"LADY WITH COFFEE TABLE AND LEATHER SEATS,KIND OF BORING COLOR SCHEME.",3,4,4,4,6,4,4,3,6,3,3,4,3,5,4,4,5,5,4,4,6,4,6,6,4,7,4,3,4,6,6,4,6,4,6,6,4,5,5,5,5,5,5,4,5,6,4,6,5,3,5,5,5,6,7,7,5,6,7,7,1,3,6,200,3,2,3,4,3,4,3,3,2,2,3,2,55,english,,2,1,7,4,trying to memorize what you were seeing in the advertisement.,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,37.552,"I saw an outdoor patio set which was gray and wicker with cushions. There was a girl, who had on a plaid shirt and sunglasses and lots of tex describing the set and why you should choose it.",4,4,3,1,4,2,4,2,3,3,5,4,3,3,4,1,2,2,1,3,2,5,3,7,6,1,4,5,6,5,5,1,1,6,4,6,5,2,4,4,4,5,3,4,4,4,5,1,3,6,1,1,1,2,5,1,1,4,1,4,1,4,2,399,4,2,2,4,4,3,3,2,1,4,1,2,37,English,,2,1,6,4,Your perception of the girl in sunglasses,1
0,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,33.742,"An advertisement for all weather wicker furniture, furniture to suit all needs.",4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,1,3,5,750,4,2,3,3,4,4,4,3,1,2,2,2,46,English,,2,4,6,3,Furniture,1
0,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,17.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,24.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,5.716,5.716,20.111,a wicker living room set fit to anyone's taste or style. ,3,1,4,2,3,2,2,1,4,3,2,3,1,3,1,2,3,3,2,2,3,5,7,4,5,7,5,1,4,7,5,4,5,3,7,7,3,4,7,7,5,5,6,3,6,3,2,5,3,5,3,4,2,5,5,6,4,4,4,5,1,5,4,600,2,2,1,2,2,3,2,2,1,5,5,2,27,english,,1,1,2,2,effectiveness of advertising,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,17.363,"The announcement seems to me to be very poor, could be much better. The image of the boy seems totally unnecessary. And the sentence is also a bit unnecessary",6,6,6,2,6,4,6,4,6,6,5,5,5,4,4,4,4,6,4,4,6,6,3,3,3,3,3,6,6,3,4,3,3,6,6,4,4,3,3,3,3,4,4,3,2,4,4,2,2,6,2,2,2,2,1,1,1,1,1,5,1,3,6,20,2,2,2,4,2,4,4,4,1,5,3,2,21,English,,1,2,4,3, / Know what people think about how they want to convince you to buy something,1
0,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,2.758,idk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lolidk lol,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,10,3,3,3,3,3,3,3,3,1,3,3,1,18,English,,1,6,2,2,idk lol,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,17.477,outdoor furniture sounds great to  have as a luxery for my porch setting / ,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,3,3,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,5,5,4,4,2,3,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,6,300,3,3,3,3,3,3,3,3,1,5,5,1,44,english,,1,7,2,4,n,1
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,33.048,"This was an ad for outdoor furniture, stylish and durable. The ad also featured a woman wearing a plaid shirt and sunglasses with a quote about it being the right choice. The product itself was nice wicker outdoor furniture.The ad was fine, nothing special to sway my opinion either way.",3,3,4,2,2,5,3,2,4,4,2,3,3,2,3,2,4,5,4,3,6,4,4,4,3,4,4,5,5,3,4,4,3,4,5,6,4,4,5,4,5,6,4,4,3,5,5,4,5,2,2,4,5,4,6,4,5,5,3,5,1,4,3,200,4,4,3,3,4,2,4,3,1,4,4,1,38,english,,2,2,4,3,perception and memory of ads,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,15.388,15.388,17.664,it is a picture of an outdoor seating set with a guy in a flannel shirt standing in front of it. I don't understand what he has to do with outdoor furniture nor his quote.,6,6,6,4,6,7,5,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,7,7,1,4,6,1,7,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,150,5,5,5,5,5,5,5,5,2,3,4,2,66,english,,1,5,4,5,unknown,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,12.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,1,,,,5.522,22.135,29.98,it was an ad for all weather wicker seating that's stylish and comfortable,2,3,3,2,3,2,2,2,3,3,2,2,3,3,2,2,3,3,3,3,4,3,6,5,5,6,4,4,5,5,5,6,5,3,5,6,5,4,6,3,5,5,6,3,5,6,4,4,5,3,5,6,6,5,5,6,4,5,5,6,1,5,2,300,3,2,2,3,2,2,2,2,2,3,3,2,34,english,,1,1,4,3,rating advertisements,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,41.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,14.867,i liked the layout of the ad. I thought it was smart to have the woman wearing sunglasses.,3,2,4,5,3,3,2,5,2,3,2,4,2,1,4,4,2,3,2,4,3,2,5,5,4,6,7,4,3,6,3,6,3,6,5,3,6,4,1,4,2,5,3,6,5,3,3,6,4,6,4,2,6,4,5,5,6,4,3,3,1,5,3,500,4,2,4,4,3,2,4,2,1,3,4,1,24,English,,1,2,2,3,analyze advertisements and compare the results,1
0,,,,,,,,,,,,,1,,,,,,1,,,,,,1,2.733,61.887,0,"Advertising advertisement on wicker seat, very intuitive and entertaining. / ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,4,7,7,7,7,1,1,7,7,7,7,1,1,1,7,7,7,1,7,1,23,5,5,5,5,5,5,5,5,2,1,1,1,29,English,,2,2,4,3,Ads related to wicker seats and opinion about it. / ,1
