"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark","value_assess_num","phony","approachable","expertise"
"179",2,67,"English","",1,5,2,2,1,1,0,1,0,1,3,3,4,1,3,4,2,3,4,2,1,7,"300",5,7,1,1,5,7,7,4,3,3,4,3,4,3,3,1,7,3,3,1,7,1,5,7,7,"It was or look like a wicker brown patio set. Man was wearing a red plaid shirt, had brown hair glasses. Said he likjes this set",4,6,4,5,7,1,3,1,4,7,0,0,0,0,1,0,300,0.218539283667982,1.5572696055407,0.529178736186509
"180",1,23,"English","",2,1,4,4,1,2,0,0,1,1,3,5,5,5,4,5,5,5,5,4,5,4,"500",1,7,1,5,3,2,3,5,6,3,3,5,7,1,1,1,1,1,1,2,6,3,2,5,7,"It showed some stuff in the background, but not much because the main focus is the guy standing with the shades on.",3,4,3,2,3,5,3,3,3,4,0,0,0,0,0,1,500,0.530050327805643,1.29658787052354,0.301354199792665
"181",2,22,"english","",2,4,4,3,0,0,1,0,0,1,2,4,4,4,2,4,4,4,4,4,5,3,"300",4,4,5,4,5,3,4,5,5,3,5,4,4,2,2,2,3,3,2,3,4,3,4,2,3,"i see a woman with glasses, and a furniture set that is grey and made out of wood/wicker. ",2,3,3,3,2,3,3,2,3,3,1,0,0,0,0,0,300,-0.0271950167765986,-0.311061141836217,0.508507688459896
"182",2,35,"English","",1,3,2,5,0,0,1,0,0,2,1,1,3,2,2,4,3,4,3,3,4,4,"299",2,6,2,6,2,2,4,6,6,4,6,4,2,2,2,2,2,2,2,2,4,1,4,4,4,"It was an ad for wicker furniture. There was a description saying how nice it was. On the right, there was a girl saying, ""It's my choice because it's the right choice."" That choice of words to put there seems unrelated to furniture and honestly kind of weird.",5,4,5,4,4,4,4,4,5,5,1,0,0,0,0,0,299,1.63411983427924,-1.78077994872965,-0.0372459764780769
"183",2,45,"english","",2,4,5,2,0,0,1,0,0,1,3,4,2,2,1,2,1,1,2,1,6,2,"450",6,6,4,6,7,7,7,6,7,4,5,5,7,1,2,1,1,1,3,1,2,1,3,1,3,"Stylish for everyone wicker furniture a woman with glasses",2,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,450,-1.52794269401242,1.53243991474912,1.51449988583532
"184",2,37,"English","",1,1,3,5,1,1,0,1,0,1,2,3,3,2,2,3,3,3,4,2,3,6,"350",3,5,3,5,3,2,4,2,2,1,2,2,2,2,2,2,2,3,2,3,5,3,3,6,3,"I saw the wicker seating set with the plush cushions, the guy who thinks his choice is always the right choice and it came across rather arrogant. I liked the item itself, though. I think the guy and the thought bubble with his words ruined the ad. ",5,5,3,5,4,3,4,4,6,5,0,0,0,0,1,0,350,1.48051427672301,-2.09203481649852,-0.8918602018879
"185",1,56,"English","",1,1,4,4,1,2,0,0,1,1,5,5,2,4,2,2,2,2,2,2,2,6,"500",6,7,1,6,7,7,7,6,6,5,4,5,6,1,2,2,2,2,2,1,1,5,4,3,2,"I saw a young white yuppie male standing in front of some wicker furniture on a ptio. He had on a red shirt, white t shirt and was wearing sun glasses. The wicker furniture had grey cushions. there was white fence around the patio.",1,1,2,1,2,1,2,1,1,1,0,0,0,0,0,1,500,-1.13705162309747,1.45745681282007,1.74472044395635
"186",1,59,"English","",2,1,3,2,1,0,1,0,0,1,2,2,3,2,3,3,2,2,2,3,4,3,"199",5,4,3,4,5,4,4,5,4,4,5,5,6,3,4,3,3,3,3,3,4,3,3,4,4,"about style and comfort. Boy chooses the all weather wicker seats.",3,4,4,3,3,2,4,3,3,3,0,1,0,0,0,0,199,0.00594907971041506,0.495474913635013,-0.0261119073880355
"187",2,21,"English","",2,6,5,5,1,1,0,1,0,1,5,5,3,2,2,3,3,3,3,3,4,3,"600",4,4,4,1,4,4,4,5,4,5,4,4,5,4,3,2,2,1,4,4,4,4,4,4,4,"I saw a pretty wicker outdoor furniture set with plushy grey cushions behind a picture of a smiling guy wearing sunglasses. I thought it was nice, but it didn't tell me wear to get this great furniture.",5,4,4,3,3,7,2,1,3,4,0,0,0,0,1,0,600,0.388707793873003,-0.958648968674634,-0.38592328695807
"188",1,21,"english","",2,1,5,6,1,0,1,0,0,1,1,3,4,3,2,2,2,3,4,3,7,4,"200",5,3,4,5,5,4,5,6,5,5,6,5,4,1,2,2,3,3,2,1,2,2,2,3,2,"You can observe a room well furnished, the model that presents the image has appropriate clothing for the occasion",1,1,1,1,2,4,1,1,2,2,0,1,0,0,0,0,200,-0.752396974511702,0.637931218708528,1.02193637557946
"189",1,33,"English","",1,1,3,5,0,1,0,1,0,1,4,2,3,2,2,2,3,2,3,2,6,2,"800",5,6,2,6,5,6,6,6,6,4,6,5,4,3,2,2,1,2,2,2,3,2,3,3,4,"It can be noticed that this ad is part of a brand of quality and that takes into account its customers.",2,2,2,1,2,3,3,3,2,2,0,0,1,0,0,0,800,-0.863143043626961,0.359994497500647,0.836926293517721
"190",1,27,"English","",2,1,6,5,0,2,0,0,1,2,1,1,2,3,1,4,4,2,3,1,7,1,"50",5,3,1,4,7,5,7,7,5,7,7,7,4,1,1,1,2,3,1,1,2,1,3,6,5,"Definitely a very good advertisement, very appealing. It helps the person to be attracted to the product offered. I really like the way it envelops the person to buy it. Excellent.",1,2,2,1,1,3,3,3,1,1,0,0,0,1,0,0,50,-0.893268055467577,0.754083641777874,1.24870264112482
"191",2,37,"English","N/A",1,4,2,5,1,0,1,0,0,1,1,2,4,3,2,4,4,3,4,3,4,4,"400",3,4,1,2,4,4,5,3,4,2,2,2,5,2,4,3,3,2,2,3,4,2,2,4,4,"I seen a guy talking about how he chose this furniture because it was the right choice. I seen the wicker furniture in the background and some information about it on the bottom of the ad. I thought the ad was alright. Nothing special stood out to me.",2,3,4,2,3,2,2,1,2,3,0,1,0,0,0,0,400,0.155671690516821,0.902828510029419,-0.362301239804974
"192",1,41,"english","",1,1,3,3,0,1,0,1,0,1,4,3,4,2,3,3,4,3,4,2,4,4,"120",3,4,4,4,4,4,4,5,4,4,4,3,5,3,2,4,4,3,3,3,3,4,3,4,4,"I see a confident woman wearing sunglasses in front of an outdoor furniture set. I am not sure the correlation of confidence and this particular furniture, it feels mismatched. I normally associate outdoor furniture to images without people in them. I also expected to see more nature, like a yard or lawn, which i can't really see here. I am not particularly persuaded to purchase it.",3,3,3,3,3,6,3,5,5,5,0,0,1,0,0,0,120,0.877349732756945,-1.54001094388975,0.161703013126472
"193",2,32,"english","32",1,2,4,5,1,2,0,0,1,1,5,5,5,5,5,5,5,5,5,5,7,1,"800",6,6,2,7,7,7,7,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"i´m feel interesting and wonderfull is really like this ad",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,800,-1.39738584494597,1.53441857828216,2.17038781361391
"194",2,28,"english","",2,2,3,3,1,1,0,1,0,2,4,3,2,1,1,2,2,2,2,2,7,1,"300",5,7,4,4,7,7,7,6,6,6,6,4,5,1,1,1,1,1,1,1,1,1,1,2,2,"I like that this wicker chair set is suitable for all types of weather. It also look stylish and comfortable. ",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,300,-1.77662742234568,1.01499660448825,1.97973026303242
"195",1,59,"english","",1,5,4,5,0,2,0,0,1,2,3,5,3,2,2,2,3,2,3,2,3,3,"1500",3,3,5,3,5,5,3,6,4,5,5,3,6,2,3,3,2,2,2,3,4,3,3,5,4,"I saw an ad for outdoor wicker furniture with cushioned seats and backs. It appeared to be a fairly generic ad that could have been from almost any retailer.",4,3,3,3,2,4,3,2,3,4,0,0,0,1,0,0,1500,0.365743902961964,0.608692765542494,-0.462425572743745
"196",1,34,"English","",1,3,7,2,0,0,1,0,0,1,1,2,4,2,2,3,4,3,4,2,4,4,"500",4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,3,3,4,5,3,4,4,4,"An ad for a wicker set and a woman standing in front of it. It seemed like your basic advertisement.",4,4,4,3,3,5,3,2,4,5,1,0,0,0,0,0,500,0.388707793873003,-0.958648968674634,-0.38592328695807
"197",2,20,"English","",1,6,2,3,0,1,0,1,0,1,4,1,2,2,2,2,2,2,2,2,3,3,"500",2,6,1,5,2,2,6,3,5,2,2,6,6,2,2,2,3,3,2,3,3,1,3,3,4,"Wicker seating for outdoor use in any weather and a woman smiling with the quote of making the right choice. It is a bit wordy, and the woman is a bit jarring. The header of the advertisement is good, just needs to shorten the detailed paragraph. Perhaps photograph the woman so that she is using the furniture instead.",3,4,5,2,4,2,3,1,3,3,0,0,1,0,0,0,500,0.271328650365738,0.278153552527253,-0.432988037138044
"198",2,25,"spanish","20",1,1,4,6,0,2,0,0,1,1,5,4,2,2,2,2,2,2,2,2,5,3,"250",5,6,4,5,6,6,6,6,5,5,6,4,6,2,2,2,2,2,2,2,2,3,3,3,4,"A young lady is looking confident and assertive in saying her choice was right for this outdoor seating. The furniture was good looking, wicker, and had a nice color. I felt a little pressured to buy it.",2,2,2,2,2,3,2,2,2,2,0,0,0,1,0,0,250,-0.502357249124629,-0.325541611866761,1.27659080632475
"199",1,27,"English","n/a",1,3,1,2,1,1,0,1,0,1,5,5,4,4,3,4,4,3,3,4,2,7,"399",2,4,1,4,3,2,6,4,2,4,4,1,2,4,5,3,5,3,3,4,6,4,5,3,2,"I saw an ad for patio furniture. The furniture looked nice, but I thought the guy in the ad did not really fit the ad very well, even if he was just in it for his opinion on the furniture.",3,2,4,2,5,4,3,6,4,4,0,0,0,0,1,0,399,0.663107327333479,-0.902454554985582,-1.02072252108022
"200",2,22,"English","16",2,2,2,3,1,2,0,0,1,1,4,3,2,4,2,3,2,2,4,3,7,2,"500",2,6,7,5,2,5,6,6,5,2,7,5,6,3,1,2,5,4,2,1,4,2,6,7,5,"This advertisement introduces furniture: table and chair. I see a man in the ad and a quotes ""It is my choice, because it's the right choice.""",2,1,1,2,5,6,2,1,3,4,0,0,0,0,0,1,500,-0.349702212418193,0.196284459167071,-0.0998618108030905
"201",2,48,"english","",1,1,2,3,0,2,0,0,1,1,5,5,4,4,3,4,4,4,4,4,4,4,"250",3,4,4,4,3,3,4,4,3,3,4,3,4,4,4,4,3,3,3,3,5,4,4,5,5,"ad for cushioned wicker furniture set, not sure why the girl in sunglasses is prominent. ha to read text to actually know.",4,4,5,2,4,4,3,3,6,4,0,0,0,1,0,0,250,0.89934897437196,-0.519551155096283,-0.672476669375334
"202",2,24,"English","",1,1,4,5,1,0,1,0,0,2,4,3,3,2,2,2,4,2,2,2,6,2,"250",6,5,3,6,6,5,5,6,3,4,5,2,6,3,4,3,3,2,2,2,3,2,3,2,4,"It looks cool and comfy and very personable, but I didn't see any branding.",3,3,5,3,2,5,3,3,4,2,0,1,0,0,0,0,250,-0.693072196462484,0.538765349357879,-0.115970092841293
"203",2,29,"English","",1,2,4,5,0,2,0,0,1,1,5,5,4,2,3,3,3,3,3,2,5,4,"200",3,4,4,4,3,4,4,4,2,4,4,4,3,4,3,3,3,3,3,3,4,3,4,4,4,"The picture was of an oddly dressed woman and nice furniture ",5,5,6,6,6,4,6,6,6,6,0,0,0,1,0,0,200,0.45283772259405,-0.944328078748977,-1.26868902843201
"204",1,28,"Tamil","10 years",2,1,4,5,0,0,1,0,0,1,1,1,2,2,2,2,2,2,2,2,6,4,"300",6,6,6,5,3,5,7,6,6,6,6,6,6,2,3,2,2,2,2,2,2,2,2,2,4,"The ad is about the all-weather seating. brand name and material information is missing",2,2,2,2,2,2,2,2,3,3,1,0,0,0,0,0,300,-0.270960639234062,0.560240799927406,1.32407023407936
"205",1,26,"English ","",1,1,3,5,1,0,1,0,0,1,1,4,3,3,3,3,3,3,3,3,5,3,"200",6,5,4,4,5,5,4,6,5,5,5,6,5,3,4,5,4,5,4,4,5,4,5,5,4,"Outdoor furniture that can withstand the elements, particularly the fabric that is used",3,4,4,4,4,4,3,4,3,4,0,1,0,0,0,0,200,0.219593098774763,-0.617009464143277,-0.23038580475926
"206",2,39,"english","",1,3,1,2,1,1,0,1,0,2,3,3,4,2,2,3,3,3,3,3,6,2,"299",6,6,1,4,6,7,7,4,3,2,2,1,6,1,2,1,1,1,1,1,2,1,2,3,4,"I like the furniture set that's pictured. It looks comfortable and sturdy. The phrase that the guy is saying though? It seems backwards. He's saying It's my choice because it's the right choice... / I think it would come across better if it was ""It's the right choice because it's my choice.""",3,3,3,1,3,2,1,1,2,2,0,0,0,0,1,0,299,0.148761173640324,0.493160813518782,-0.516830025556327
"207",2,44,"English","",1,4,3,2,1,0,1,0,0,1,2,3,3,2,2,2,3,2,2,2,7,2,"500",6,7,1,6,7,7,7,5,5,4,4,4,6,1,2,1,1,1,1,1,1,1,1,1,4,"The ad is about choosing the best furniture for you.",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,500,-1.22370759929125,1.60439856182346,0.829009488425253
"208",1,34,"English","",1,1,1,2,0,0,1,0,0,1,2,3,3,1,2,3,2,2,3,1,5,3,"499",5,5,2,4,6,7,7,5,6,6,5,6,6,3,1,2,2,3,1,2,3,3,1,2,2,"A woman advertsing furniture for afordable prices, the ad was visual pleaseing and easy on the eyes and the writign was convincing to believe although the lack of detail would hold me back.",3,2,3,1,4,5,2,3,3,2,1,0,0,0,0,0,499,-1.2043216776817,0.830341501351159,1.2990661350566
"209",2,33,"English","",1,1,2,3,0,2,0,0,1,1,5,3,5,5,4,4,4,5,4,4,4,2,"200",4,4,4,4,4,4,4,6,4,5,5,3,4,2,2,2,2,2,3,3,3,2,4,3,4,"Wicker outdoor furniture and a smiling girl with a red plaid jacket and sunglasses. It was a nice ad.",3,3,3,3,2,3,2,2,4,4,0,0,0,1,0,0,200,-0.255403640931416,0.495799094991682,-0.25433281632402
"210",2,26,"english","",2,1,3,3,1,1,0,1,0,1,5,5,3,2,2,3,3,4,3,2,5,2,"900",5,6,2,4,5,6,5,4,4,2,2,2,6,2,3,2,2,2,2,2,4,2,3,4,5,"I saw an ad about outdoor wicker furniture that said it was durable, held up in all weather, and was comfortable. I also saw a guy in a red and black checkered shirt and sunglasses with a quote that said, ""It's the right choice because it's my choice"". I did like the look of the furniture and the features were appealing, but the guy seemed out of place for this ad.",3,3,3,2,3,2,2,3,3,4,0,0,0,0,1,0,900,0.258144976855851,1.02640636486321,-0.801837808789868
"211",1,49,"English","",1,2,4,3,1,2,0,0,1,1,5,5,4,2,2,3,4,4,4,3,5,5,"280",6,4,4,4,5,5,4,5,3,4,2,1,3,3,4,3,4,3,3,3,5,2,4,5,4,"A young man wearing a red and black shirt and sunglasses is standing with his arms crossed in the foreground. Behind him is a photo of an ""all-weather"" patio set of wicker and cushions. The banner across the top of the ad says Stylish options to suit any taste. The man is saying This is my choice because it's the right choice. To me, the headline sounds more like clothing than furniture. What the man says doesn't make any sense. The whole ad seems somehow discordant rather than cohesive.",5,5,7,4,5,5,3,5,6,7,0,0,0,0,0,1,280,0.834534776072147,-0.785816499005019,-0.435328459586027
"212",1,28,"english","",2,1,4,6,0,2,0,0,1,2,4,4,2,2,1,3,3,3,2,3,6,6,"500",7,1,2,4,6,5,7,6,6,5,6,6,4,2,2,2,2,2,2,1,2,2,3,4,5,"Is an advertisement where we recommend as a good option the purchase of armchairs, the message meparece convincing and attractive",2,2,1,2,2,2,2,2,2,2,0,0,0,1,0,0,500,-1.46590157190741,0.800800945967308,1.30962020399965
"213",1,45,"english","",1,1,5,6,1,1,0,1,0,1,4,2,2,4,2,2,2,3,3,4,4,3,"300",5,6,2,4,3,3,3,5,4,2,4,3,5,2,3,3,3,3,2,2,3,2,3,4,4,"Ad for wicker furniture with furnished room and happy customer.",2,2,3,2,2,3,3,3,4,4,0,0,0,0,1,0,300,0.649762765041565,-0.306616742455998,-0.906064350322342
"214",2,51,"English","",2,1,4,6,1,0,1,0,0,1,1,3,5,4,4,5,5,5,5,5,1,7,"50",1,3,2,1,1,1,4,3,3,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,"It's way too vague. I get that the material of the set is apparently durable in weather, but there's really hardly any relevant information. Some random guy in glasses who means nothing to me and on top of that, he's clearly a model, so makes me mistrust the ad even more. He says something like It's my choice because it's the right choice, which is pure nonsense. I mean, does that statement even make sense? At all? I think, even if you switched it around to It's the right choice because it's my choice, would even make more sense than the way it is. The gray colors don't stand out either and the set is so far away you can't really see it properly and the random guy is in front of everything. It's a very very poor generic ad that I would pay no attention to, even if I were looking for some patio set.",7,7,7,7,7,7,7,6,7,7,0,1,0,0,0,0,50,2.41014051717899,-1.2092930110658,-3.1077723788744
"215",1,51,"English","",1,2,3,5,0,0,1,0,0,1,1,1,2,2,2,2,2,2,2,3,2,6,"250",6,5,2,3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,7,7,6,7,"the ad shows an all weather wicker seating set. the ad does not describe any features or benefits of the product, so is uninformative and not convincing. there is a picture of a woman in the ad supposedly endorsing the product, she takes up too much of the ad and her words of endorsement are generic and again uncompelling.",6,5,6,5,4,6,5,5,6,7,1,0,0,0,0,0,250,1.33502636009714,-0.464303675909553,-2.24768144274714
"216",1,27,"english","",2,1,6,5,1,0,1,0,0,1,1,1,1,1,2,4,3,2,1,3,7,1,"45",1,7,4,1,7,1,7,6,7,4,4,7,4,1,1,2,1,2,2,4,1,1,1,4,2,"Very convincing, the way it envelops the person, convinces her to buy the product.",1,3,1,1,4,1,3,2,1,1,0,1,0,0,0,0,45,-0.855391678172991,1.05827936622059,1.8088083730073
"217",1,27,"English","",2,1,2,2,0,2,0,0,1,1,4,4,3,2,2,3,3,2,3,2,2,6,"150",3,4,2,4,6,3,5,6,6,5,6,6,5,4,5,4,4,3,3,4,6,4,5,6,3,"It's an advertisement for furniture. It does not cause me any feelings or any curiosity",6,4,6,4,6,6,4,4,4,6,0,0,0,1,0,0,150,0.421402891376804,-0.0652467531021127,-0.294430107291946
"218",1,53,"eNGLISH","",1,1,6,2,1,2,0,0,1,2,3,3,2,1,2,3,3,2,1,1,1,7,"500",5,7,2,1,1,6,5,4,2,3,1,1,1,3,6,4,5,5,5,5,7,3,5,7,7,"a MAN IN A LUMBERJACK SHIRT STANDING IN FRONT OF A PICTURE OF FURNITURE - TEXT DESCRIBING THE FURNITURE",4,3,6,4,3,1,4,3,6,7,0,0,0,0,0,1,500,1.80538791158433,0.556273143781311,-0.0998041952626175
"219",1,74,"English","",1,1,3,6,1,1,0,1,0,1,5,5,2,2,2,2,2,2,2,2,4,4,"200",6,6,2,6,6,6,6,6,5,5,6,4,6,2,2,2,2,2,2,2,3,2,2,3,4,"I saw an ad for a wicker patio set. I man was endorsing it as the ""right choice."" The furniture was attractive, and the sales pitch was low key.",2,2,3,2,2,2,2,2,3,3,0,0,0,0,1,0,200,-0.782734336076531,0.123373693653,0.569424177561616
"220",1,24,"english","",2,2,2,2,0,1,0,1,0,1,3,3,2,2,2,2,2,2,2,2,4,7,"500",4,4,4,4,4,4,4,6,6,6,6,6,6,3,3,3,3,3,3,3,5,4,4,5,7,"The ad does not give much information and the woman who appears in the ad has no relevance.",3,3,5,3,5,5,3,3,4,5,0,0,1,0,0,0,500,0.388707793873003,-0.958648968674634,-0.38592328695807
"221",2,51,"English","",2,2,2,5,1,0,1,0,0,1,2,2,4,4,3,3,3,3,3,2,4,5,"1000",5,5,3,3,5,5,6,4,4,3,3,3,5,3,3,3,3,3,3,3,4,3,5,5,4,"Wicker furniture with grey cushions and a smiling man in glasses and a read shirt. He is saying his choice is the right choice.",3,3,4,3,4,3,4,3,4,4,0,1,0,0,0,0,1000,0.346905255495741,-0.273819271891534,-0.0434330252796511
"222",1,29,"English","",2,1,3,5,0,1,0,1,0,1,4,4,4,4,3,2,3,2,4,3,3,5,"175",4,5,3,2,3,6,5,5,4,3,5,3,6,3,3,4,4,3,4,4,3,5,5,4,4,"An advertisement for a wicker outdoor seating set. /  / A woman is in the picture with a caption stating it's a good choice. /  / It is quite wordy but some words stick, like ""stylish"".",3,3,2,3,4,5,3,4,3,4,0,0,1,0,0,0,175,1.06009081480165,0.627582863397117,-0.962974841339369
"223",1,49,"BRITISH","",1,1,4,4,0,2,0,0,1,1,5,4,5,5,5,5,5,5,5,5,1,7,"100",2,1,4,1,1,1,3,4,3,3,3,2,3,4,4,4,4,4,4,4,5,5,5,5,4,"Ad for outdoor furniture!  NO IDEA which company!!  DON'T loke the woman hiding behind glasses , looks shady (excuse pun).",6,6,3,5,5,5,5,5,6,6,0,0,0,1,0,0,100,2.49786815674673,-2.42390953833114,-3.01851583228079
"224",1,25,"English","",2,3,2,2,0,1,0,1,0,1,3,2,3,3,3,3,3,3,3,3,1,7,"300",5,5,3,4,5,5,5,5,5,4,5,3,3,2,6,3,4,4,3,2,6,3,6,6,7,"In the advertisement there are some garden furniture and a woman who apparently is a buyer. The ad is quite simple does not generate any emotion to see it",2,3,6,2,6,4,4,3,2,6,0,0,1,0,0,0,300,-0.495543128587314,0.517262018581914,1.08028228493505
"225",1,25,"english","",2,1,2,3,1,2,0,0,1,1,5,5,2,2,1,2,2,3,2,2,6,1,"490",2,6,4,6,7,5,3,4,4,5,5,4,4,4,2,3,4,1,2,2,5,3,4,2,3,"An advert selling a pair of sofa. The ad has some one stood next to the sofa wearing black sunglasses. the ad was appealing.",2,3,4,4,2,3,2,3,3,2,0,0,0,0,0,1,490,-0.380118436234443,1.47869228005164,-0.234198345103111
"226",2,55,"english","",1,7,2,2,1,1,0,1,0,1,3,5,2,4,3,2,3,3,2,2,4,5,"200",4,3,4,1,4,3,3,6,3,3,3,1,4,4,4,4,6,4,4,5,7,1,2,7,5,"A man in glasses along with a set of wicker furniture for sale. / It doesn't look like very much thought went into the wording of the ad. It doesn't sound like it was professionally done.",6,6,6,6,6,2,5,4,7,7,0,0,0,0,1,0,200,1.3967033932172,-0.155508903759984,-2.59465454690521
"227",1,43,"English","",2,2,2,5,1,0,1,0,0,1,1,2,3,2,3,2,3,3,2,2,6,2,"60",6,6,2,6,5,5,6,5,5,4,4,5,6,2,3,2,3,1,2,3,4,2,4,4,4,"An outdoor furniture set with plush cushions that promises to be very comfortable and suited to the buyer's taste assuming that it is what they want as the advertisement says they do.  Colors are fairly neutral and bland as well as the person represented in the ad as the buyer.",2,2,3,2,3,2,1,2,3,3,0,1,0,0,0,0,60,-0.400950333748443,1.1344239938067,0.662153702268402
"228",1,20,"english","",2,2,2,2,1,2,0,0,1,1,5,5,2,2,2,2,2,2,2,2,5,4,"200",4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,2,4,4,2,2,6,4,6,6,6,"It's an advertisement about quality furniture. In the one appears a man with dark glasses",2,2,6,2,6,2,2,2,2,6,0,0,0,0,0,1,200,-0.970365903909656,0.712658074215721,1.2529600009464
"229",1,23,"english","",2,2,2,2,1,1,0,1,0,1,2,3,3,3,3,3,3,3,3,3,4,4,"350",5,6,3,5,6,5,4,3,4,2,3,3,2,4,6,4,4,5,3,4,7,5,6,7,7,"It's a basic announcement about furniture. Shows a smiling person. Seems to be an advertisement without any novelty.",5,6,6,5,6,7,4,4,6,7,0,0,0,0,1,0,350,0.242266486545278,0.624317364434973,0.179003181646623
"230",2,29,"TELUGU","0",1,6,1,5,0,0,1,0,0,1,1,1,1,1,1,3,3,2,2,2,7,2,"999",6,6,2,4,7,7,7,6,6,6,6,6,6,1,1,1,1,1,1,1,2,1,2,1,1,"It looks like an advertisement for furniture which is advising the customers not to compromise on their tastes and interests",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,999,-1.20020352658444,1.68434771941226,1.77216906196524
"231",1,46,"English","",1,1,2,5,1,2,0,0,1,1,5,5,4,3,2,4,3,4,3,2,2,2,"300",5,5,4,5,3,5,5,4,3,3,3,2,5,4,4,4,4,4,4,4,5,4,4,4,4,"An advertisement for a set of furniture. There was a picture of the furniture and a man in a check shirt and sunglasses. The quote said ""it's my choice because it's the right choice"". Personally I would rather have seen a better picture of the product on sale, more information about the product and also more information about the retailer selling it.",5,5,5,5,5,5,5,3,5,5,0,0,0,0,0,1,300,0.13620897394925,-0.314707170669058,0.225718329626873
"232",2,21,"spanish","10 years",2,1,2,2,0,0,1,0,0,1,1,4,2,2,2,2,2,2,2,2,3,5,"500",4,4,4,4,4,4,4,5,5,5,5,4,4,4,7,3,4,4,4,4,7,5,4,7,7,"It's an advertisement about furniture. The ad is pretty simple does not give much information about what they sell.",2,6,4,3,6,4,4,4,4,6,1,0,0,0,0,0,500,0.337702192015732,-0.522148949000019,-0.230557850818128
"233",1,22,"English","",1,6,1,3,0,2,0,0,1,2,2,2,3,4,3,4,4,4,3,4,6,2,"900",4,6,2,4,6,7,7,6,6,4,6,6,6,1,2,2,2,1,1,1,2,2,2,3,4,"It's an ad for a chair set and a woman is offering what seems to be a testimonial. The ad shows a nice blend of color and has a tasteful design. ",2,1,2,1,2,2,1,1,1,2,0,0,0,1,0,0,900,-0.378804626791853,-0.325142545575427,0.300480458284447
"234",1,54,"English","",1,1,4,3,1,2,0,0,1,1,5,4,4,4,2,3,4,4,4,2,3,6,"300",2,3,4,3,3,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,3,3,4,4,"An ad for a wicker outdoor furniture set. Offers styles to suit any tastes. A man gives an endorsement saying he made the right choice. Overall the ad isn't convincing and I found it odd.",6,6,6,6,5,5,6,3,6,7,0,0,0,0,0,1,300,1.29963584019584,-1.07268892900983,-0.675585736353332
"235",1,30,"english","",2,1,2,2,0,0,1,0,0,1,1,1,3,2,3,3,3,3,3,2,4,4,"400",4,4,4,4,4,4,4,6,6,6,6,4,4,4,5,4,4,4,3,5,7,5,5,7,7,"Is an advertisement where a woman appears wearing glasses announcing furniture.",3,3,6,4,5,5,3,3,5,7,1,0,0,0,0,0,400,-0.109746829877158,0.479925635424179,0.298624358998637
"236",1,32,"English","",2,2,2,2,0,1,0,1,0,2,1,4,2,2,1,2,2,2,1,2,7,7,"250",4,4,3,4,6,5,4,6,7,6,6,7,7,2,1,1,2,2,1,1,2,2,1,1,1,"I seen an ad with a women talking about how it is your style and how you should make it what you want to by putting your own style on it.",2,1,1,2,1,2,2,1,1,1,0,0,1,0,0,0,250,-1.6911730852316,1.46433627921392,1.5365593083419
"237",1,31,"english","",2,2,2,2,1,0,1,0,0,1,1,1,3,3,3,3,3,3,3,3,2,6,"500",5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,4,4,5,5,4,4,4,5,7,"It is a simple advertisement offering quality furniture. But the information that the ad provides is too little to evaluate.",3,5,5,6,4,4,5,3,4,5,0,1,0,0,0,0,500,-0.131767352621837,-0.234446565278008,0.397632615003691
"238",1,23,"english","",2,2,2,2,1,1,0,1,0,1,2,2,3,3,3,3,3,3,3,3,6,3,"500",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,6,4,4,6,7,"The ad offers furniture with quality and comfortable styles. The ad also shows a man with glasses",3,4,6,4,4,6,4,4,6,6,0,0,0,0,1,0,500,0.116037081226945,-0.630043706243647,-0.269059838980403
